Pāli1	Fin	ex	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Meaning in SBS-PER	Pāli Root	Base	Construction	Sanskrit	Sk Root	Variant	Commentary	Notes	Source1	Sutta1	Example1	Pali chant 1	English chant 1	Chapter 1	Source2	Sutta2	Example2	Pali chant 2	English chant 2	Chapter 2	Source3	Sutta3	Example3	Pali chant 3	English chant 3	Chapter 3	Index	Stem	Pattern	Test	class	count	audio
anicchā	p		fem							disliking; dispassion; lit. not desiring	неприязнь; бесстрастие; досл. отсутствие желания		√is 1 a (to wish for)	√is + a > iccha (irreg)	na + iccha + ā		√iṣ				AN 10.60	girimānandasuttaṃ	“katamā dasa? aniccasaññā, anattasaññā, asubhasaññā, ādīnavasaññā, pahānasaññā, virāgasaññā, nirodhasaññā, sabbaloke anabhiratasaññā, sabbasaṅkhāresu <b>anicchā</b>-saññā, ānāpānassati.																	anicch	ā fem	5			
anicchāsaññā	pp		masc	comp						recognition of dispassion; perception of not desiring	распознавание бесстрастия; восприятие отсутствия желания				anicchā + saññā						AN 10.60	girimānandasuttaṃ	“katamā dasa? aniccasaññā, anattasaññā, asubhasaññā, ādīnavasaññā, pahānasaññā, virāgasaññā, nirodhasaññā, sabbaloke anabhiratasaññā, sabbasaṅkhāresu <b>anicchāsaññā</b>, ānāpānassati.				AN 10.60	girimānandasuttaṃ	idh’ānanda, bhikkhu sabbasaṅkhāresu aṭṭīyati harāyati jigucchati. ayaṃ vuccat’ānanda, sabbasaṅkhāresu <b>anicchāsaññā</b>.											anicchāsaññ	ā fem	5			
aniñjamāna	p		prp		na iñjati	neg		trans	+acc	not perturbating; not agitating; not disturbing	не возмущающийся; не волнующийся; не беспокоящийся		√iñj 1 a (to move, shake)	√iñj + a > iñja	na + iñja + māna		√iṅg √ṛñj √ṛju				SN 35.248	yavakalāpisuttaṃ	iñjitaṃ, bhikkhave, rogo, iñjitaṃ gaṇḍo, iñjitaṃ sallaṃ. tasmā’t’iha, bhikkhave, ‘<b>aniñjamānena</b> cetasā viharissāmā’ti — evañ’hi vo, bhikkhave, sikkhitabbaṃ.																	aniñja	māna prp	5			
aniṭṭha	p		adj	pp	na icchati	neg				unpleasant; dislikeable; disagreeable; lit. not wished for	отталкивающий; непривлекательный; неприятный; досл. не желаемый		√is 1 a (to wish for)		na + √is + ta	aniṣṭa	√iṣ				DN 22.15	mahāsatipaṭṭhānasuttaṃ	idha yassa te honti <b>aniṭṭhā</b> akantā amanāpā rūpā saddā gandhā rasā phoṭṭhabbā dhammā, ye vā pan’assa te honti anatthakāmā ahitakāmā aphāsukakāmā ayogakkhemakāmā																	aniṭṭh	a adj	5			
aniṭṭhaṅgata	p		adj	comp		neg				not come to a conclusion (about); not reached surety (about); in doubt (about)	не пришедший к заключению (об); не достигший уверенности (в); сомневающийся (в)				na + niṭṭhaṃ + gata						AN 4.184	abhayasuttaṃ	‘kaṅkhī vat’amhi vicikicchī <b>aniṭṭhaṅ'gato</b> saddhamme’ti. ime kho cattāro maraṇadhammā samānā bhāyanti, santāsaṃ āpajjanti maraṇassa.																	aniṭṭhaṅgat	a adj	5			
anittiṇṇa	p		adj	pp	na tarati	neg				not crossed over	не пересеченный; который не пересекли		√tir 1 a (to cross)		na + ni + √tir + na	atīrṇa, anistīrṇa	√tṝ				SN 12.63	puttamaṃsūpamasuttaṃ	 ‘amhākaṃ kho yā parittā sambalamattā sā parikkhīṇā pariyādiṇṇā. atthi c’āyaṃ kantār’āvaseso <b>anittiṇṇo</b>																	anittiṇṇ	a adj	5			
anidassana 2	s		adj		na nidassati	neg				non-visible	невидимый		√dis 1 a (to see)	√dis + a > dassa (irreg)	na + ni + dassa + ana	anidarśana	√dṛś										DS 1	tikamātikā	sanidassana-sappaṭighā dhammā. <b>anidassana</b>-sappaṭighā dhammā. anidassan’āppaṭighā dhammā.	Dhamma-saṅgaṇī-mātikā		Funeral Chants							63n	anidassan	a adj	5			
aniddhanta	p		pp		niddhamati	neg				not blown off; not removed; not purified	не сдутый; не удаленный; неочищенный		√dham 1 a (to blow, sound)		na > a + nī + √dham + ita	na + nir + dhamita	√dhmā √dham	aninnīta			AN 3.102	paṃsudhovakasuttaṃ	taṃ hoti jātarūpaṃ dhantaṃ sandhantaṃ niddhantaṃ <b>aniddhantaṃ</b> anihitaṃ aninnītakasāvaṃ, na c'eva mudu hoti na ca kammaniyaṃ, na ca pabhassaraṃ pabhaṅgu ca, na ca sammā upeti kammāya.																	aniddhant	a pp	5			
anidhānavant	p		adj		nidhāna	neg				not worth treasuring; not worth recording; (comm) not worth keeping in the heart; lit. not having treasure quality	не стоящий хранения; не стоящий записи; (комм) не стоит хранить в сердце; досл. не имеющий качества сокровища		√dhā 1 a (to place, support)		na > a + ni + √dhā + na + vant<br/>na + nidhāna + vant	na + nidhāna + vantṛ	√dhā		(MNa) anidhānavati vācan'ti hadayamañjūsāyaṃ nidhetuṃ ayuttaṃ vācaṃ bhāsitā hoti.		AN 10.176	cundasuttaṃ	samphappalāpī hoti akālavādī abhūtavādī anatthavādī adhammavādī avinayavādī, <b>anidhānavatiṃ</b> vācaṃ bhāsitā hoti akālena anapadesaṃ apariyantavatiṃ anatthasaṃhitaṃ																	anidhānav	ant adj	5			
anindita 1	p		adj	pp	nindati	neg				blameless; irreproachable; unimpeachable; with clean hands	безупречный; безукоризненный; с чистыми руками		√nind 1 a (to blame, abuse)		na > a + √nind + ita	anindita	√nind				SN 1.41	ādittasuttaṃ	datvā ca bhutvā ca yath'ānubhāvaṃ,<br/><b>anindito</b> saggam'upeti ṭhānan'ti.																	anindit	a adj	5			
anindita 2	p		adj	pp	nindati	neg				not blamed; not criticized	которого не обвиняют; не критикуют		√nind 1 a (to blame, abuse)		na > a + √nind + ita	anindita	√nind √nid				DHP 227	kodhavaggo	porāṇam'etaṃ atula, n'etaṃ ajjatanām'iva,<br/>nindanti tuṇhim'āsīnaṃ, nindanti bahubhāṇinaṃ,<br/>mitabhāṇim'pi nindanti, n'atthi loke <b>anindito</b>.																	anindit	a adj	5			
aninnīta	p		pp		ninneti	neg				not removed; not drained off; not purified; lit. not lead away	не удаленный; не опустошенный; неочищенный; досл. не уведенный вовне		√nī 1 a (to lead, carry)		na > a + nī + √nī + ta	na + nirṇīta (settled)	√nī	aniddhanta			AN 3.102	paṃsudhovakasuttaṃ	taṃ hoti jātarūpaṃ dhantaṃ sandhantaṃ niddhantaṃ aniddhantaṃ anihitaṃ <b>aninnīta</b>-kasāvaṃ, na c'eva mudu hoti na ca kammaniyaṃ, na ca pabhassaraṃ pabhaṅgu ca, na ca sammā upeti kammāya.																	aninnīt	a pp	5			
anibbānasaṃvattanika	p		adj	comp		neg				not leading to extinguishment; not conducive to Nibbāna	не ведущий к затуханию; не способствующий Ниббане				na + nibbāna + saṃvattanika	na + nirvāṇa + saṃvartanīya					MN 19	dvedhāvitakkasuttaṃ	so ca kho atta-byābādhāya’pi saṃvattati, para-byābādhāya’pi saṃvattati, ubhaya-byābādhāya’pi saṃvattati, paññā-nirodhiko vighāta-pakkhiko <b>anibbānasaṃvattaniko</b>																	anibbānasaṃvattanik	a adj	5			
anibbisanta	s		prp		na + nibbisati	neg		trans	+acc	not understanding; not penetrating; not finding; lit. not going deeply (into)	не понимающий; не проникающий; не находящий; досл. не углубляющийся (в)		√vis 1 a (to enter)	√vis + a > visa > bisa	na + ni + bisa + nta	na + niviś	√viś										DHP 153	jarāvaggo	aneka-jātisaṃsāraṃ, sandhāvissaṃ <b>anibbisaṃ</b>, <br/>gahakāraṃ gavesanto, dukkhā jāti punappunaṃ.	Buddha-paṭhama-bhāsita	The Buddha’s First Exclamation	Verses							06n	anibbis	anta prp	5			
animantita	p		adj	pp	na nimanteti	neg				not invited; not asked round	не приглашенный		√mant 8 *e (to counsel, invite)	√mant + e > mante	na > a + ni + mante + ita	na + nimantrita	√mantr		(VIN 2.6.3) animantito nāma ajjatanāya vā svātanāya vā animantito, ghar'ūpacāraṃ okkamante nimanteti, eso animantito nāma.		VIN PAT PD 3	tatiyapāṭidesanīya sikkhāpada	yāni kho pana tāni sekkhasammatāni kulāni, yo pana bhikkhu tathārūpesu sekkhasammatesu kulesu, pubbe <b>animantito</b> agilāno																	animantit	a adj	5			
animitta	pp		adj			neg				sign-less; featureless; without attributes	без признака; без особенностей; без атрибутов		√mā 5 nā (to measure)		na + ni + √mā > mi + ta	animitta	√mā				DHP 093	arahantavaggo	yass’āsavā parikkhīṇā, āhāre ca anissito, <br/>suññato <b>animitto</b> ca, vimokkho yassa gocaro, <br/>ākāse va sakuntānaṃ, padaṃ tassa durannayaṃ.				SN 22.80	piṇḍolyasuttaṃ	yāvañ’c’idaṃ, bhikkhave, alam’eva <b>animitto</b> samādhi bhāvetuṃ. <b>animitto</b>, bhikkhave, samādhi bhāvito bahulīkato mahapphalo hoti mahānisaṃso.											animitt	a adj	5	11	102	
aniyata	ps		adj	pp	na + niyameti	neg				uncertain; indefinite; not settled; lit. uncontrolled	сомнительный; неясный; неопределенный; досл. неконтролируемый		√yam 1 a (to control, strive, end)		na + ni + √yam + ta	aniyata	√yam				VIN PAT AN	aniyatuddeso	ime kho pan'āyasmanto, dve <b>aniyatā</b> dhammā uddesaṃ āgacchanti.				DHPa 2.13.7	pesakāradhītāvatthu	addhuvaṃ me jīvitaṃ, dhuvaṃ me maraṇaṃ, avassaṃ mayā maritabbaṃ, maraṇa-pariyosānaṃ me jīvitaṃ, jīvitaṃ me <b>aniyataṃ</b> ; maraṇaṃ me niyataṃ	Anicc’ānussati	Recollection of Impermanence	Reflections							36n	aniyat	a adj	5			
anissaraṇapañña	p		adj	comp		neg				not knowing the escape; not understanding the remedy	не знающий спасения; не понимающий как избавиться				na > a + nissaraṇa + pañña	na + niḥsaraṇa + prajña					SN 20.9	nāgasuttaṃ	tesaṃ gihī pasann'ākāraṃ karonti. te taṃ lābhaṃ gadhitā mucchitā ajjhopannā anādīnavadassāvino <b>anissaraṇapaññā</b> paribhuñjanti.																	anissaraṇapaññ	a adj	5			
anissāya	n		ger		nissayati	neg		trans	+acc	not leaning (on); not depending (on); being independent	не опираясь (на); не завися (от)		√si 1 a (to depend on, associate with)		na > a + ni + √si > say + ya<br/>an + nissāya	aniśraya	√śri √śṛ				SNP 47	māgaṇḍiyasuttaṃ<br/>aṭṭhakavaggo 9	na diṭṭhiyā na sutiyā na ñāṇena, sīlabbatenā'pi na suddhim'āha,<br/>adiṭṭhiyā assutiyā añāṇā, asīlatā abbatā no'pi tena,<br/>ete ca nissajja anuggahāya, santo <b>anissāya</b> bhavaṃ na jappe.																	-		5			
anissita	pp		adj	pp	na nissayati	neg				detached; disengaged; separated; independent	не привязанный; освобожденный; отдельный; независимый		√si 1 a (to depend on, associate with)		na + ni + √si + ta	na + niśrita	√śri				MN 10	mahāsatipaṭṭhānasuttaṃ	yāva’d’eva ñāṇa-mattāya paṭissati-mattāya <b>anissito</b> ca viharati, na ca kiñci loke upādiyati.				DHP 093	arahantavaggo	yass’āsavā parikkhīṇā, āhāre ca <b>anissito</b>, <br/>suññato animitto ca, vimokkho yassa gocaro, <br/>ākāse va sakuntānaṃ, padaṃ tassa durannayaṃ.											anissit	a adj	5			
anissukitā	p		fem	abstr	na issukī	neg				fact of not being jealous; not being envious; lit. non-envy state	отсутствие зависти; отсутствие ревности; досл. состояние без зависти		√iss 1 a (to be envious, jealous)		na + √iss + ā + ukī + tā		√īrṣy				MN 8	sallekhasuttaṃ	paḷāsissa purisapuggalassa apaḷāso hoti parinibbānāya. issukissa purisapuggalassa <b>anissukitā</b> hoti parinibbānāya.																	anissukit	ā fem	5			
anivatti	p		adj		na nivattati	neg				not returning; not turning back	не возвращающийся; не поворачивающий назад		√vatt 1 a (to be, proceed)		na + ni + √vatt + i	anivṛtti	√vṛt (to move on, turn)				AN 5.57	abhiṇha-paccavekkhitabba-ṭhāna-suttaṃ	tassa me ahu ussāho, nibbānaṃ abhipassato.<br/>“nā’haṃ bhabbo eta’r’ahi, kāmāni paṭisevituṃ.<br/><b>anivatti</b> bhavissāmi, brahmacariya-parāyaṇo”ti.																	anivatt	i adj	5			
anivesana	p		adj		niveseti	neg				without attaching; not clinging; without resting; lit. not settling down	не привязывающийся; не цепляющийся; не опирающийся (на); досл. не осевший		√vis 1 a (to enter)		na > a + ni + √vis > ves + *ana	aniveśana	√viś				DHP 040	cittavaggo	kumbh'ūpamaṃ kāyam'imaṃ viditvā, nagar'ūpamaṃ cittam'idaṃ ṭhapetvā.<br/>yodhetha māraṃ paññ'āvudhena, jitañ'ca rakkhe <b>anivesano</b> siyā.																	anivesan	a adj	5			
anihita	p		pp		nidahati	neg				not given up; not cast off; not removed	не убранный; не отброшенный; не удаленный		√dhā 1 a (to place, support)		na > a + ni + √dhā > (da)h + ita	anihita	√dhā				AN 3.102	paṃsudhovakasuttaṃ	taṃ hoti jātarūpaṃ dhantaṃ sandhantaṃ niddhantaṃ aniddhantaṃ <b>anihitaṃ</b> aninnītakasāvaṃ, na c'eva mudu hoti na ca kammaniyaṃ, na ca pabhassaraṃ pabhaṅgu ca, na ca sammā upeti kammāya.																	anihit	a pp	5			
anīka	pp		nt		anati					army; military unit; squadron; force	армия; воинская часть; эскадрилья; вооруженный отряд		√an 1 a (to breath, blow)		√an + īka	anīka	√an		(VIN 2.1.50) anīkaṃ nāma hatth'ānīkaṃ, ass'ānīkaṃ, rath'ānīkaṃ, patt'ānīkaṃ. tayo hatthī pacchimaṃ hatth'ānīkaṃ, tayo assā pacchimaṃ ass'ānīkaṃ, tayo rathā pacchimaṃ rath'ānīkaṃ, cattāro purisā sarahatthā pattī pacchimaṃ patt'ānīkaṃ		VIN PAT PC 50	paṇītabhojana sikkhāpada	dirattatirattaṃ ce bhikkhu senāya vasamāno uyyodhikaṃ vā bal’aggaṃ vā senābyūhaṃ vā <b>anīka</b>-dassanaṃ vā gaccheyya, pācittiyaṃ.				DHP 399	brāhmaṇavaggo	akkosaṃ vadha-bandhañ'ca, aduṭṭho yo titikkhati,<br/>khantībalaṃ bal'<b>ānīkaṃ</b>, tam'ahaṃ brūmi brāhmaṇaṃ.											anīk	a nt	5			
anīkadassana	p		nt	comp						army inspection; military review	инспекция армии; обозрение войска				anīka + dassana	anīka + darśana			(KVa) anīkassa dassanaṃ anīkadassanaṃ.		VIN PAT PC 50	paṇītabhojana sikkhāpada	dirattatirattaṃ ce bhikkhu senāya vasamāno uyyodhikaṃ vā bal’aggaṃ vā senābyūhaṃ vā <b>anīkadassanaṃ</b> vā gaccheyya, pācittiyaṃ.																	anīkadassan	a nt	5			
anīgha	ps		adj	comp		neg				untroubled; undisturbed; calm; lit. not trembling	не обеспокоенный; не потревоженный; досл. не дрожащий				na + īgha	na + ṛghā					AN 4.41	samādhibhāvanāsuttaṃ	“saṅkhāya lokasmiṃ paro’parāni, yass’iñjitaṃ n’atthi kuhiñci loke. santo vidhūmo <b>anīgho</b> nirāso, atāri so jātijaran’ti brūmī”ti				Thai		ahaṃ sukhito homi niddukkho homi avero homi abyāpajjho homi <b>anīgho</b> homi sukhī attānaṃ pariharāmi	Mettā-pharaṇa	Universal Well-Being	Reflections							321n	anīgh	a adj	5			
anīvaraṇa	p		adj		na nivāreti	neg	caus			not obstructive; not hindering; not blocking	не препятствующий; не мешающий; не блокирующий		√var 1 *e (cover, dress, restrain)		na + ni + √var + aṇa	na + nīvaraṇa	√vṛ				SN 46.55	saṅgāravasuttaṃ	satt'ime, brāhmaṇa, bojjh'aṅgā anāvaraṇā <b>anīvaraṇā</b> cetaso anupakkilesā bhāvitā bahulīkatā vijjāvimutti-phalasacchikiriyāya saṃvattanti.																	anīvaraṇ	a adj	5			
anukantati	ps		pr					trans	+acc	cuts; slashes; slices; shears	режет; разрезает; нарезает; стрижет		√kat 2 ṃa (to cut)	√kat + ṃa > kanta	anu + kanta + ti	anukṛṃtati	√kṛt				DHP 311	nirayavaggo	kuso yathā duggahito, hattham'eva-<b>anukantati</b>,<br/>sāmaññaṃ dupparāmaṭṭhaṃ, nirayāy'upakaḍḍhati.				SN 2.8	tāyanasuttaṃ	kuso yathā duggahito, hattham’ev’<b>ānukantati</b>, <br/>sāmaññaṃ dupparāmaṭṭhaṃ, nirayāy’upakaḍḍhati.	Tāyana-gāthā	On Protection	Verses							14n	anukant	ati pr	5			
anukampaka	s		adj		anukampā				+dat	compassionate (towards); kind (to)	сострадательный (к); добрый (к)		√kamp 1 a (to shake, tremble)		anu + √kamp + aka	anukampaka	√kamp										MN 19	dvedhāvitakkasuttaṃ	yaṃ, bhikkhave, satthārā karaṇīyaṃ sāvakānaṃ hit’esinā <b>anukampakena</b> anukampaṃ upādāya, kataṃ vo taṃ mayā.	Pakiṇṇaka-gāthā	Miscellaneous Verses	Verses							15n	anukamp	aka adj	5			
anukampamānasa	s		adj	comp						having compassion (for); taking pity (on); having concern (for); lit. with compassionate mind	имеющий сострадание (к); полный сострадания (о); заботящийся (о); досл. с сострадательным умом				anukampa + mānasa												Thai		sādhu no bhante bhagavā suciraparinibbuto’pi pacchimājanata-<b>anukampamānasā</b>	Buddh'ādi-āmisa-pūjā	Dedication of Offerings	Homage to the Triple Gem							01n	anukampamānas	a adj	5			
